mini_game,category,skill_id,skill_name,current_level,buy_to_level,max_level,cost_resource,cost_amount,value_after_purchase,delta,notes
Tower Defense,Element,lightningDamage,Lightning DMG,17,18,50,Sigils,102000,100 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,18,19,50,Sigils,116000,105 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,19,20,50,Sigils,131000,110 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,20,21,50,Sigils,145000,115 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,21,22,50,Sigils,159000,120 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,22,23,50,Sigils,282000,125 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,23,24,50,Sigils,428000,130 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,24,25,50,Sigils,476000,135 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,25,26,50,Sigils,524000,140 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,26,27,50,Sigils,572000,145 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,27,28,50,Sigils,620000,150 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,28,29,50,Sigils,669000,155 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,29,30,50,Sigils,717000,160 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,30,31,50,Sigils,961000,165 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,31,32,50,Sigils,2530000,170 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,32,33,50,Sigils,3010000,175 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,33,34,50,Sigils,3490000,180 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,34,35,50,Sigils,3980000,185 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,35,36,50,Sigils,4460000,190 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,36,37,50,Sigils,4940000,195 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,37,38,50,Sigils,5420000,200 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,38,39,50,Sigils,5900000,205 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,39,40,50,Sigils,19400000,210 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,40,41,50,Sigils,24700000,215 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,41,42,50,Sigils,29500000,220 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,42,43,50,Sigils,34300000,225 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,43,44,50,Sigils,39100000,230 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,44,45,50,Sigils,43900000,235 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,45,46,50,Sigils,48700000,240 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,46,47,50,Sigils,53600000,245 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,47,48,50,Sigils,93900000,250 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,48,49,50,Sigils,184000000,255 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,lightningDamage,Lightning DMG,49,50,50,Sigils,400000000,260 dmg,+5,locked until Lightning >= 1
Tower Defense,Element,iceSpeed,Ice Speed,0,1,30,Sigils,45,1.95s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,1,2,30,Sigils,82,1.9s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,2,3,30,Sigils,228,1.85s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,3,4,30,Sigils,445,1.8s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,4,5,30,Sigils,786,1.75s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,5,6,30,Sigils,1370,1.7s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,6,7,30,Sigils,2360,1.65s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,7,8,30,Sigils,4300,1.6s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,8,9,30,Sigils,7780,1.55s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,9,10,30,Sigils,13900,1.5s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,10,11,30,Sigils,24500,1.45s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,11,12,30,Sigils,42400,1.4s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,12,13,30,Sigils,74200,1.35s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,13,14,30,Sigils,135000,1.3s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,14,15,30,Sigils,244000,1.25s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,15,16,30,Sigils,434000,1.2s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,16,17,30,Sigils,763000,1.15s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,17,18,30,Sigils,1310000,1.1s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,18,19,30,Sigils,2330000,1.05s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,19,20,30,Sigils,4230000,1s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,20,21,30,Sigils,7620000,0.95s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,21,22,30,Sigils,13600000,0.9s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,22,23,30,Sigils,23700000,0.85s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,23,24,30,Sigils,40700000,0.8s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,24,25,30,Sigils,73200000,0.75s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,25,26,30,Sigils,128000000,0.7s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,26,27,30,Sigils,189000000,0.65s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,27,28,30,Sigils,251000000,0.6s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,28,29,30,Sigils,378000000,0.55s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,iceSpeed,Ice Speed,29,30,30,Sigils,750000000,0.5s,-0.05s,locked until Ice Damage >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,0,1,24,Sigils,30,2.52s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,1,2,24,Sigils,66,2.44s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,2,3,24,Sigils,217,2.36s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,3,4,24,Sigils,452,2.28s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,4,5,24,Sigils,939,2.2s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,5,6,24,Sigils,1950,2.12s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,6,7,24,Sigils,4030,2.04s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,7,8,24,Sigils,8350,1.96s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,8,9,24,Sigils,17300,1.88s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,9,10,24,Sigils,35600,1.8s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,10,11,24,Sigils,73500,1.72s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,11,12,24,Sigils,151000,1.64s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,12,13,24,Sigils,312000,1.56s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,13,14,24,Sigils,641000,1.48s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,14,15,24,Sigils,1320000,1.4s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,15,16,24,Sigils,2700000,1.32s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,16,17,24,Sigils,5550000,1.24s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,17,18,24,Sigils,11400000,1.16s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,18,19,24,Sigils,23400000,1.08s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,19,20,24,Sigils,47800000,1s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,20,21,24,Sigils,93800000,0.92s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,21,22,24,Sigils,146000000,0.84s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,22,23,24,Sigils,198000000,0.76s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,lightningSpeed,Lightning Speed,23,24,24,Sigils,500000000,0.68s,-0.08s,locked until Lightning >= 1
Tower Defense,Element,iceRange,Ice Range,0,1,21,Sigils,60,35%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,1,2,21,Sigils,120,37%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,2,3,21,Sigils,250,39%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,3,4,21,Sigils,500,41%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,4,5,21,Sigils,1000,43%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,5,6,21,Sigils,2500,45%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,6,7,21,Sigils,5000,47%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,7,8,21,Sigils,10000,49%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,8,9,21,Sigils,25000,51%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,9,10,21,Sigils,50000,53%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,10,11,21,Sigils,100000,55%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,11,12,21,Sigils,250000,57%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,12,13,21,Sigils,500000,59%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,13,14,21,Sigils,1000000,61%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,14,15,21,Sigils,2500000,63%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,15,16,21,Sigils,5000000,65%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,16,17,21,Sigils,10000000,67%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,17,18,21,Sigils,25000000,69%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,18,19,21,Sigils,50000000,71%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,19,20,21,Sigils,100000000,73%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceRange,Ice Range,20,21,21,Sigils,250000000,75%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,0,1,20,Sigils,55,32%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,1,2,20,Sigils,110,34%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,2,3,20,Sigils,220,36%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,3,4,20,Sigils,450,38%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,4,5,20,Sigils,900,40%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,5,6,20,Sigils,1800,42%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,6,7,20,Sigils,3500,44%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,7,8,20,Sigils,7000,46%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,8,9,20,Sigils,14000,48%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,9,10,20,Sigils,28000,50%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,10,11,20,Sigils,56000,52%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,11,12,20,Sigils,110000,54%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,12,13,20,Sigils,220000,56%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,13,14,20,Sigils,450000,58%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,14,15,20,Sigils,900000,60%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,15,16,20,Sigils,1800000,62%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,16,17,20,Sigils,3500000,64%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,17,18,20,Sigils,7000000,66%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,18,19,20,Sigils,14000000,68%,+2%,locked until Ice Damage >= 1
Tower Defense,Element,iceSlow,Ice Slow,19,20,20,Sigils,30000000,70%,+2%,locked until Ice Damage >= 1
Tower Defense,Other,health,Health +,0,1,30,Sigils,8,5 hp max,+2 hp,
Tower Defense,Other,health,Health +,1,2,30,Sigils,49,7 hp max,+2 hp,
Tower Defense,Other,health,Health +,2,3,30,Sigils,128,9 hp max,+2 hp,
Tower Defense,Other,health,Health +,3,4,30,Sigils,441,11 hp max,+2 hp,
Tower Defense,Other,health,Health +,4,5,30,Sigils,1260,13 hp max,+2 hp,
Tower Defense,Other,health,Health +,5,6,30,Sigils,2070,15 hp max,+2 hp,
Tower Defense,Other,health,Health +,6,7,30,Sigils,2880,17 hp max,+2 hp,
Tower Defense,Other,health,Health +,7,8,30,Sigils,3700,19 hp max,+2 hp,
Tower Defense,Other,health,Health +,8,9,30,Sigils,6500,21 hp max,+2 hp,
Tower Defense,Other,health,Health +,9,10,30,Sigils,15100,23 hp max,+2 hp,
Tower Defense,Other,health,Health +,10,11,30,Sigils,20000,25 hp max,+2 hp,
Tower Defense,Other,health,Health +,11,12,30,Sigils,24900,27 hp max,+2 hp,
Tower Defense,Other,health,Health +,12,13,30,Sigils,29800,29 hp max,+2 hp,
Tower Defense,Other,health,Health +,13,14,30,Sigils,54400,31 hp max,+2 hp,
Tower Defense,Other,health,Health +,14,15,30,Sigils,91900,33 hp max,+2 hp,
Tower Defense,Other,health,Health +,15,16,30,Sigils,108000,35 hp max,+2 hp,
Tower Defense,Other,health,Health +,16,17,30,Sigils,124000,37 hp max,+2 hp,
Tower Defense,Other,health,Health +,17,18,30,Sigils,141000,39 hp max,+2 hp,
Tower Defense,Other,health,Health +,18,19,30,Sigils,356000,41 hp max,+2 hp,
Tower Defense,Other,health,Health +,19,20,30,Sigils,612000,43 hp max,+2 hp,
Tower Defense,Other,health,Health +,20,21,30,Sigils,775000,45 hp max,+2 hp,
Tower Defense,Other,health,Health +,21,22,30,Sigils,938000,47 hp max,+2 hp,
Tower Defense,Other,health,Health +,22,23,30,Sigils,1100000,49 hp max,+2 hp,
Tower Defense,Other,health,Health +,23,24,30,Sigils,3420000,51 hp max,+2 hp,
Tower Defense,Other,health,Health +,24,25,30,Sigils,5460000,53 hp max,+2 hp,
Tower Defense,Other,health,Health +,25,26,30,Sigils,7090000,55 hp max,+2 hp,
Tower Defense,Other,health,Health +,26,27,30,Sigils,8720000,57 hp max,+2 hp,
Tower Defense,Other,health,Health +,27,28,30,Sigils,10300000,59 hp max,+2 hp,
Tower Defense,Other,health,Health +,28,29,30,Sigils,23600000,61 hp max,+2 hp,
Tower Defense,Other,health,Health +,29,30,30,Sigils,80000000,63 hp max,+2 hp,
Tower Defense,Other,healthRegen,Health Regen,0,1,30,Sigils,14,0.02/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,1,2,30,Sigils,85,0.04/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,2,3,30,Sigils,224,0.06/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,3,4,30,Sigils,772,0.08/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,4,5,30,Sigils,2200,0.1/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,5,6,30,Sigils,3620,0.12/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,6,7,30,Sigils,5040,0.14/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,7,8,30,Sigils,6470,0.16/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,8,9,30,Sigils,11400,0.18/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,9,10,30,Sigils,26500,0.2/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,10,11,30,Sigils,35000,0.22/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,11,12,30,Sigils,43600,0.24/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,12,13,30,Sigils,52100,0.26/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,13,14,30,Sigils,95200,0.28/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,14,15,30,Sigils,161000,0.3/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,15,16,30,Sigils,189000,0.32/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,16,17,30,Sigils,218000,0.34/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,17,18,30,Sigils,246000,0.36/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,18,19,30,Sigils,622000,0.38/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,19,20,30,Sigils,1070000,0.4/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,20,21,30,Sigils,1360000,0.42/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,21,22,30,Sigils,1640000,0.44/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,22,23,30,Sigils,1930000,0.46/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,23,24,30,Sigils,5990000,0.48/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,24,25,30,Sigils,9560000,0.5/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,25,26,30,Sigils,12400000,0.52/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,26,27,30,Sigils,15300000,0.54/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,27,28,30,Sigils,18100000,0.56/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,28,29,30,Sigils,41200000,0.58/s,+0.02/s,
Tower Defense,Other,healthRegen,Health Regen,29,30,30,Sigils,140000000,0.6/s,+0.02/s,
Tower Defense,Other,moneyPerEnemy,Gold +,0,1,40,Sigils,10,1,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,1,2,40,Sigils,30,2,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,2,3,40,Sigils,80,3,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,3,4,40,Sigils,200,4,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,4,5,40,Sigils,500,5,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,5,6,40,Sigils,1500,6,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,6,7,40,Sigils,3000,7,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,7,8,40,Sigils,6000,8,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,8,9,40,Sigils,10000,9,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,9,10,40,Sigils,30000,10,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,10,11,40,Sigils,60000,11,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,11,12,40,Sigils,100000,12,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,12,13,40,Sigils,150000,13,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,13,14,40,Sigils,220000,14,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,14,15,40,Sigils,300000,15,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,15,16,40,Sigils,400000,16,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,16,17,40,Sigils,550000,17,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,17,18,40,Sigils,750000,18,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,18,19,40,Sigils,1000000,19,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,19,20,40,Sigils,1300000,20,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,20,21,40,Sigils,1700000,21,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,21,22,40,Sigils,2200000,22,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,22,23,40,Sigils,2800000,23,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,23,24,40,Sigils,3500000,24,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,24,25,40,Sigils,4500000,25,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,25,26,40,Sigils,6000000,26,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,26,27,40,Sigils,8000000,27,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,27,28,40,Sigils,10000000,28,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,28,29,40,Sigils,13000000,29,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,29,30,40,Sigils,17000000,30,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,30,31,40,Sigils,22000000,31,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,31,32,40,Sigils,28000000,32,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,32,33,40,Sigils,36000000,33,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,33,34,40,Sigils,46000000,34,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,34,35,40,Sigils,58000000,35,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,35,36,40,Sigils,75000000,36,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,36,37,40,Sigils,95000000,37,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,37,38,40,Sigils,120000000,38,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,38,39,40,Sigils,160000000,39,+1,
Tower Defense,Other,moneyPerEnemy,Gold +,39,40,40,Sigils,220000000,40,+1,
Tower Defense,Other,goldMultiplier,Gold x,0,1,90,Sigils,30,1.1x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,1,2,90,Sigils,75,1.2x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,2,3,90,Sigils,120,1.3x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,3,4,90,Sigils,160,1.4x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,4,5,90,Sigils,250,1.5x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,5,6,90,Sigils,500,1.6x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,6,7,90,Sigils,1000,1.7x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,7,8,90,Sigils,2000,1.8x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,8,9,90,Sigils,4000,1.9x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,9,10,90,Sigils,7500,2x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,10,11,90,Sigils,11000,2.1x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,11,12,90,Sigils,16000,2.2x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,12,13,90,Sigils,23400,2.3x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,13,14,90,Sigils,34200,2.4x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,14,15,90,Sigils,50000,2.5x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,15,16,90,Sigils,66000,2.6x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,16,17,90,Sigils,87100,2.7x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,17,18,90,Sigils,115000,2.8x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,18,19,90,Sigils,152000,2.9x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,19,20,90,Sigils,200000,3x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,20,21,90,Sigils,245000,3.1x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,21,22,90,Sigils,299000,3.2x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,22,23,90,Sigils,366000,3.3x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,23,24,90,Sigils,448000,3.4x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,24,25,90,Sigils,548000,3.5x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,25,26,90,Sigils,670000,3.6x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,26,27,90,Sigils,820000,3.7x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,27,28,90,Sigils,1000000,3.8x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,28,29,90,Sigils,1230000,3.9x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,29,30,90,Sigils,1500000,4x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,30,31,90,Sigils,1750000,4.1x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,31,32,90,Sigils,2040000,4.2x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,32,33,90,Sigils,2380000,4.3x,+10%,
